Counter_Location_Description,Latitude,Longitude,Log_Timstamp,Total_Pedestrian_Count,Total_Cyclist_Count
Rossdale SUP,53.52781,-113.49539,16-Dec-22,300,21
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,1-Apr-21,284,511
103A Avenue W of 96 Street,53.5473265,-113.4842106,2-Apr-22,376,75
100 Avenue E of 107 Street,53.53885088,-113.5035117,8-Feb-22,0,63
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,2-Aug-21,489,225
127 Street N of 107 Avenue,53.55149,-113.54119,24-May-22,0,149
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,5-Jul-21,471,718
102 Avenue E of 105 Street,53.54297512,-113.5003897,19-Oct-21,0,190
76 Avenue W of 106 Street EB,53.51221,-113.50486,24-Aug-20,0,118
East Trails,53.604,-113.31977,12-Feb-23,1,69
103A Avenue W of 96 Street,53.5473265,-113.4842106,22-Sep-20,702,132
Railtown Park SUP,53.5430264,-113.5102586,15-Nov-18,959,303
High Level Bridge East,53.53249552,-113.5095117,17-Sep-19,466,345
83 Avenue W 106 Street,53.51911,-113.50441,5-Jun-20,0,1154
121 Street SUP N of 107 Avenue,53.55131,-113.53093,3-Jun-19,803,639
106 Street S of 104 Avenue,53.54519216,-113.5030336,26-Jul-22,0,121
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,9-Feb-19,107,6
76 Avenue W of 106 Street EB,53.51221,-113.50486,14-Jan-20,0,8
Funicular @ 100 St,53.539481,-113.488365,23-Feb-22,322,0
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,15-Jan-23,205,25
121 Street SUP N of 107 Avenue,53.55131,-113.53093,20-Sep-21,322,277
103 Street N of 102 Avenue,53.54360589,-113.4974978,13-Feb-20,0,54
103A Avenue W of 96 Street,53.5473265,-113.4842106,1-Aug-22,376,69
Railtown Park SUP,53.5430264,-113.5102586,19-Mar-22,667,125
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,7-Apr-22,181,0
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,12-Sep-22,129,0
Gold Bar Trail,53.554767,-113.401458,5-Jun-22,36,332
96 Street S of Jasper Ave,53.54312877,-113.4819533,9-Feb-23,0,3
102A Avenue W of 96 Street,53.54541049,-113.4834711,5-Oct-18,0,161
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,17-Nov-19,142,0
Rossdale SUP,53.52781,-113.49539,13-Nov-22,301,31
127 Street N of 107 Avenue,53.55149,-113.54119,6-Oct-22,0,186
102A Avenue W of 96 Street,53.54541049,-113.4834711,12-Aug-18,0,38
76 Avenue W of 106 Street EB,53.51221,-113.50486,14-Dec-21,0,4
103 Street N of 102 Avenue,53.54360589,-113.4974978,7-Nov-18,0,42
103A Avenue W of 96 Street,53.5473265,-113.4842106,8-Jan-20,953,46
83 Avenue W 106 Street,53.51911,-113.50441,16-May-19,0,759
High Level Bridge East,53.53249552,-113.5095117,22-Nov-18,299,144
106 Street N of 76 Avenue SB,53.51306,-113.50389,1-Jan-20,0,20
Funicular @ 100 St,53.539481,-113.488365,6-Dec-20,453,0
106 Street S of 104 Avenue,53.54519216,-113.5030336,16-Jan-20,0,4
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,26-Sep-19,247,244
High Level Bridge East,53.53249552,-113.5095117,18-Mar-19,3418,118
Sir Wilfrid Laurier Park,53.51167,-113.54897,8-Sep-21,276,0
106 Street N of 76 Avenue SB,53.51306,-113.50389,11-May-19,0,287
106 Street S of 104 Avenue,53.54519216,-113.5030336,15-Feb-21,0,1
76 Avenue W of 106 Street EB,53.51221,-113.50486,9-Oct-21,0,103
99 Street N of 102A Avenue,53.54537031,-113.4893957,21-Sep-22,0,82
High Level Bridge East,53.53249552,-113.5095117,17-Jun-22,396,239
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,2-Jun-22,227,582
83 Avenue W of 99 Street,53.51907,-113.48717,30-Dec-22,0,118
LRT SUP East of 92 Street,53.55645536,-113.4749465,17-Jan-23,0,55
83 Avenue W 106 Street,53.51911,-113.50441,15-Dec-21,0,103
Funicular @ 100 St,53.539481,-113.488365,13-Sep-19,1506,0
Wedgewood,53.472733,-113.641533,11-Mar-22,118,4
Railtown Park SUP,53.5430264,-113.5102586,26-Aug-21,1019,713
106 Street N of 76 Avenue NB,53.51304,-113.50381,13-Jun-19,0,261
100 Avenue E of 107 Street,53.53885088,-113.5035117,31-Aug-18,0,545
MacKinnon Ravine,53.53905,-113.54702,10-May-21,885,960
100 Avenue E of 107 Street,53.53885088,-113.5035117,3-Jan-19,0,119
83 Avenue W of 99 Street,53.51907,-113.48717,7-Oct-20,0,779
Capilano SUP,53.560733,-113.424422,16-Aug-22,140,217
105 Avenue W of 101 Street,53.54767204,-113.4945246,22-May-22,647,74
99 Street N of 102A Avenue,53.54537031,-113.4893957,1-Dec-19,0,8
106 Street S of 104 Avenue,53.54519216,-113.5030336,17-Jan-23,0,29
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,7-Aug-20,139,209
103 Street N of 102 Avenue,53.54360589,-113.4974978,22-Jan-22,0,23
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,27-Jun-21,756,360
Buena Vista Bridge,53.52139,-113.54829,19-May-21,233,66
106 Street N of 76 Avenue SB,53.51306,-113.50389,23-Sep-20,0,263
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,24-Nov-20,107,0
Whitemud Ravine Boardwalk,53.476847,-113.555595,26-May-21,728,0
127 Street N of 107 Avenue,53.55149,-113.54119,10-Aug-19,0,160
High Level Bridge East,53.53249552,-113.5095117,22-Apr-20,380,257
Queen Elizabeth Park,53.52595,-113.50289,24-Jun-22,125,320
102A Avenue W of 96 Street,53.54541049,-113.4834711,9-Oct-19,0,179
103 Street N of 100 Avenue,53.53912407,-113.4975386,22-Dec-21,0,15
106 Street N of 76 Avenue SB,53.51306,-113.50389,1-Oct-22,0,219
Queen Elizabeth Park 2,53.52457,-113.49748,27-Feb-23,135,0
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,22-Aug-21,179,61
106 Street N of 76 Avenue NB,53.51304,-113.50381,7-Feb-22,0,17
Capilano SUP,53.560733,-113.424422,18-May-22,92,69
105 Avenue W of 101 Street,53.54767204,-113.4945246,28-Aug-20,204,136
121 Street SUP N of 107 Avenue,53.55131,-113.53093,12-Sep-20,249,221
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,14-Mar-21,470,243
Rossdale SUP,53.52781,-113.49539,25-Feb-23,359,5
76 Avenue W of 106 Street EB,53.51221,-113.50486,21-Apr-21,0,148
106 Street N of Jasper Avenue,53.54171422,-113.5030261,3-Jul-22,0,130
Railtown Park SUP,53.5430264,-113.5102586,8-Jun-22,982,644
Rossdale SUP,53.52781,-113.49539,8-May-21,291,33
121 Street SUP N of 107 Avenue,53.55131,-113.53093,28-Jun-20,296,278
103A Avenue W of 96 Street,53.5473265,-113.4842106,19-Jun-19,787,68
76 Avenue W of 106 Street EB,53.51221,-113.50486,18-Dec-21,0,3
100 Avenue E of 107 Street,53.53885088,-113.5035117,13-May-20,0,531
99 Street N of 102A Avenue,53.54537031,-113.4893957,19-Mar-20,0,22
106 Street N of 76 Avenue NB,53.51304,-113.50381,18-Jan-23,0,54
Queen Elizabeth Park 2,53.52457,-113.49748,20-Jul-22,72,0
121 Street SUP N of 107 Avenue,53.55131,-113.53093,14-Nov-22,227,93
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,19-Dec-19,79,137
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,28-Dec-21,395,3
LRT SUP East of 92 Street,53.55645536,-113.4749465,12-Aug-19,229,484
83 Avenue W of 99 Street,53.51907,-113.48717,12-Jan-22,0,156
83 Avenue W of 99 Street,53.51907,-113.48717,18-Aug-19,0,724
83 Avenue W 106 Street,53.51911,-113.50441,4-Dec-19,0,249
106 Street S of 104 Avenue,53.54519216,-113.5030336,31-Dec-21,0,9
Gold Bar Trail,53.554767,-113.401458,31-Oct-21,421,96
76 Avenue W of 106 Street WB,53.51234,-113.50485,6-Nov-20,0,42
Queen Elizabeth Park 2,53.52457,-113.49748,8-Aug-21,546,0
96 Street S of Jasper Ave,53.54312877,-113.4819533,12-Oct-20,0,12
103 Street N of 100 Avenue,53.53912407,-113.4975386,7-Sep-20,0,57
102 Avenue E of 105 Street,53.54297512,-113.5003897,19-Oct-20,0,0
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,29-Jun-21,2312,497
105 Avenue W of 101 Street,53.54767204,-113.4945246,22-Nov-21,173,29
96 Street S of Jasper Ave,53.54312877,-113.4819533,19-Apr-21,0,6
100 Avenue E of 107 Street,53.53885088,-113.5035117,2-Jun-20,0,600
76 Avenue W of 106 Street EB,53.51221,-113.50486,25-Oct-20,0,29
76 Avenue W of 106 Street WB,53.51234,-113.50485,28-Aug-22,0,109
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,16-Oct-21,417,579
103A Avenue W of 96 Street,53.5473265,-113.4842106,27-Nov-21,315,33
103 Street N of 102 Avenue,53.54360589,-113.4974978,26-Jun-21,0,270
83 Avenue W of 99 Street,53.51907,-113.48717,8-Feb-23,0,274
105 Avenue W of 109 Street,53.54829907,-113.5094746,4-Apr-21,0,128
106 Street N of 76 Avenue NB,53.51304,-113.50381,11-Nov-21,0,69
100 Avenue E of 107 Street,53.53885088,-113.5035117,20-Apr-20,0,318
102 Avenue E of 121 Street,53.54308,-113.52949,10-Feb-23,0,161
103 Street N of 100 Avenue,53.53912407,-113.4975386,12-Jan-19,0,20
76 Avenue W of 106 Street EB,53.51221,-113.50486,29-Jul-22,0,148
Emily Murphy,53.532383,-113.531662,10-Jul-22,958,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,7-Jan-19,0,42
100 Avenue E of 107 Street,53.53885088,-113.5035117,12-May-21,0,574
Queen Elizabeth Park 2,53.52457,-113.49748,10-Jan-23,94,0
83 Avenue W of 99 Street,53.51907,-113.48717,3-Apr-22,0,514
Whitemud Ravine Boardwalk,53.476847,-113.555595,1-Jan-21,1038,0
100 Avenue E of 107 Street,53.53885088,-113.5035117,9-Sep-21,0,540
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,7-Feb-22,171,20
103A Avenue W of 96 Street,53.5473265,-113.4842106,15-Jul-19,1134,184
106 Street S of 104 Avenue,53.54519216,-113.5030336,31-Dec-20,0,7
106 Street S of 104 Avenue,53.54519216,-113.5030336,30-Oct-20,0,50
76 Avenue W of 106 Street EB,53.51221,-113.50486,27-Jul-20,0,188
83 Avenue W of 99 Street,53.51907,-113.48717,6-Jun-21,0,1280
106 Street N of 76 Avenue SB,53.51306,-113.50389,11-Jul-19,0,310
100 Avenue E of 107 Street,53.53885088,-113.5035117,6-Mar-22,0,17
76 Avenue W of 106 Street EB,53.51221,-113.50486,31-Dec-21,0,0
High Level Bridge West,53.53277648,-113.5099417,21-Sep-22,14756,1304
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,13-Apr-19,239,282
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,11-May-22,231,189
Capilano SUP,53.560733,-113.424422,22-Jul-22,438,235
100 Avenue E of 107 Street,53.53885088,-113.5035117,10-Aug-19,0,452
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,9-Jun-20,358,709
Sir Wilfrid Laurier Park,53.51167,-113.54897,17-Feb-23,95,0
106 Street N of 76 Avenue SB,53.51306,-113.50389,21-Jun-21,0,314
102A Avenue W of 96 Street,53.54541049,-113.4834711,17-Jan-23,0,68
105 Avenue W of 101 Street,53.54767204,-113.4945246,24-Feb-20,266,52
106 Street N of 76 Avenue NB,53.51304,-113.50381,17-Oct-19,0,179
76 Avenue W of 106 Street EB,53.51221,-113.50486,18-Nov-21,0,33
Emily Murphy,53.532383,-113.531662,21-Dec-21,84,0
MacKinnon Ravine,53.53905,-113.54702,11-Jan-22,40,212
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,26-Jun-19,431,484
Queen Elizabeth Park,53.52595,-113.50289,19-Jan-22,5,50
106 Street N of Jasper Avenue,53.54171422,-113.5030261,20-Apr-20,0,129
Queen Elizabeth Park,53.52595,-113.50289,22-Sep-22,109,416
Wedgewood,53.472733,-113.641533,3-Jun-22,501,112
LRT SUP East of 92 Street,53.55645536,-113.4749465,25-Feb-21,94,64
106 Street N of Jasper Avenue,53.54171422,-113.5030261,8-Jul-20,0,81
Capilano SUP,53.560733,-113.424422,19-Nov-21,169,14
121 Street SUP N of 107 Avenue,53.55131,-113.53093,11-Jan-20,11832,24
Queen Elizabeth Park,53.52595,-113.50289,15-Jan-22,22,212
105 Avenue W of 109 Street,53.54829907,-113.5094746,23-Apr-21,0,222
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,24-Jun-22,186,354
103 Street N of 102 Avenue,53.54360589,-113.4974978,6-Feb-23,0,34
105 Avenue W of 109 Street,53.54829907,-113.5094746,11-Nov-19,0,62
106 Street N of 76 Avenue NB,53.51304,-113.50381,17-Jan-22,0,8
Sir Wilfrid Laurier Park,53.51167,-113.54897,21-Dec-21,109,0
121 Street SUP N of 107 Avenue,53.55131,-113.53093,2-Jun-22,482,577
106 Street N of 76 Avenue SB,53.51306,-113.50389,21-Jan-23,0,40
Queen Elizabeth Park 2,53.52457,-113.49748,14-May-22,621,0
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,7-Oct-20,369,148
MacKinnon Ravine,53.53905,-113.54702,18-Aug-21,794,1168
Hermitage South,53.578605,-113.37223,27-May-22,244,0
76 Avenue W of 106 Street WB,53.51234,-113.50485,13-Mar-23,0,22
100 Avenue E of 107 Street,53.53885088,-113.5035117,23-Sep-20,0,471
Whitemud Ravine Boardwalk,53.476847,-113.555595,4-May-22,492,0
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,14-Jun-20,518,895
Capilano SUP,53.560733,-113.424422,7-Jun-22,127,89
100 Avenue E of 107 Street,53.53885088,-113.5035117,13-Jan-22,0,30
103 Street N of 102 Avenue,53.54360589,-113.4974978,15-Jun-22,0,76
Queen Elizabeth Park 2,53.52457,-113.49748,3-Nov-22,69,0
103A Avenue W of 96 Street,53.5473265,-113.4842106,7-May-21,447,51
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,6-Jul-21,395,90
106 Street N of 76 Avenue SB,53.51306,-113.50389,8-Feb-23,0,38
76 Avenue W of 106 Street EB,53.51221,-113.50486,15-Dec-21,0,2
106 Street S of 104 Avenue,53.54519216,-113.5030336,18-Feb-23,0,11
83 Avenue W of 99 Street,53.51907,-113.48717,8-Jan-21,0,126
106 Street N of 76 Avenue SB,53.51306,-113.50389,21-Sep-22,0,277
76 Avenue W of 106 Street EB,53.51221,-113.50486,18-Aug-21,0,130
Gold Bar Trail,53.554767,-113.401458,27-Nov-21,269,14
100 Avenue E of 107 Street,53.53885088,-113.5035117,20-Apr-21,0,433
102A Avenue W of 96 Street,53.54541049,-113.4834711,31-May-20,0,93
105 Avenue W of 101 Street,53.54767204,-113.4945246,20-Jan-20,231,50
83 Avenue W of 99 Street,53.51907,-113.48717,20-Apr-21,0,807
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,9-Jan-22,75,0
High Level Bridge West,53.53277648,-113.5099417,10-Sep-19,804,846
106 Street N of 76 Avenue SB,53.51306,-113.50389,12-Mar-23,0,12
Buena Vista Bridge,53.52139,-113.54829,25-Apr-22,374,228
High Level Bridge West,53.53277648,-113.5099417,1-May-19,691,597
Whitemud Ravine Boardwalk,53.476847,-113.555595,11-Dec-21,152,0
103A Avenue W of 96 Street,53.5473265,-113.4842106,11-Apr-19,1153,109
127 Street N of 107 Avenue,53.55149,-113.54119,7-Dec-21,0,30
105 Avenue W of 101 Street,53.54767204,-113.4945246,8-Mar-21,101,24
Funicular @ 100 St,53.539481,-113.488365,8-Dec-21,358,0
Whitemud Ravine Boardwalk,53.476847,-113.555595,20-Jan-21,323,0
102 Avenue E of 105 Street,53.54297512,-113.5003897,19-Feb-23,0,31
High Level Bridge West,53.53277648,-113.5099417,15-Aug-22,1100,1464
83 Avenue W 106 Street,53.51911,-113.50441,12-Dec-21,0,66
Funicular @ 100 St,53.539481,-113.488365,24-Dec-21,0,0
East Trails,53.604,-113.31977,5-Mar-22,3,45
103A Avenue W of 96 Street,53.5473265,-113.4842106,2-Jun-21,560,154
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,28-Dec-20,308,38
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,19-Jan-21,283,88
105 Avenue W of 109 Street,53.54829907,-113.5094746,15-Jan-19,0,170
106 Street N of 76 Avenue NB,53.51304,-113.50381,15-Dec-22,0,50
Capilano SUP,53.560733,-113.424422,13-Jul-22,312,217
LRT SUP East of 92 Street,53.55645536,-113.4749465,14-Sep-18,294,231
76 Avenue W of 106 Street EB,53.51221,-113.50486,24-Jun-20,0,134
103 Street N of 100 Avenue,53.53912407,-113.4975386,22-Apr-20,0,59
100 Avenue E of 107 Street,53.53885088,-113.5035117,17-Jun-19,0,1025
83 Avenue W of 99 Street,53.51907,-113.48717,2-Jun-21,0,1362
99 Street N of 102A Avenue,53.54537031,-113.4893957,28-May-19,0,208
Buena Vista Bridge,53.52139,-113.54829,19-Feb-22,973,44
Capilano SUP,53.560733,-113.424422,10-Jun-22,181,227
106 Street N of 76 Avenue NB,53.51304,-113.50381,20-Aug-19,0,339
106 Street S of 104 Avenue,53.54519216,-113.5030336,29-Aug-18,0,155
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,17-Apr-21,351,751
96 Street S of Jasper Ave,53.54312877,-113.4819533,4-Apr-19,0,8
99 Street N of 102A Avenue,53.54537031,-113.4893957,9-Nov-20,0,48
High Level Bridge East,53.53249552,-113.5095117,9-Dec-22,131,56
99 Street N of 102A Avenue,53.54537031,-113.4893957,16-Jan-22,0,0
High Level Bridge West,53.53277648,-113.5099417,8-Nov-20,274,61
Hermitage South,53.578605,-113.37223,21-Oct-22,135,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,23-Sep-19,0,235
103 Street N of 100 Avenue,53.53912407,-113.4975386,2-Feb-22,0,22
103 Street N of 100 Avenue,53.53912407,-113.4975386,10-Jun-22,0,162
102 Avenue E of 105 Street,53.54297512,-113.5003897,15-Jun-22,0,220
127 Street N of 107 Avenue,53.55149,-113.54119,3-Oct-21,0,170
102 Avenue E of 121 Street,53.54308,-113.52949,2-Oct-22,0,691
105 Avenue W of 109 Street,53.54829907,-113.5094746,16-Feb-21,0,73
102 Avenue E of 105 Street,53.54297512,-113.5003897,10-Mar-19,0,27
106 Street N of 76 Avenue NB,53.51304,-113.50381,20-May-21,0,126
Whitemud Ravine Boardwalk,53.476847,-113.555595,26-Aug-22,0,0
High Level Bridge East,53.53249552,-113.5095117,1-Dec-18,136,31
76 Avenue W of 106 Street EB,53.51221,-113.50486,10-Aug-20,0,172
Railtown Park SUP,53.5430264,-113.5102586,9-Apr-22,488,112
LRT SUP East of 92 Street,53.55645536,-113.4749465,18-Jan-23,0,58
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,26-Oct-19,101,53
103A Avenue W of 96 Street,53.5473265,-113.4842106,1-Sep-19,490,71
High Level Bridge West,53.53277648,-113.5099417,23-May-21,1893,1248
103 Street N of 102 Avenue,53.54360589,-113.4974978,5-Apr-21,0,113
102 Avenue E of 105 Street,53.54297512,-113.5003897,1-Aug-22,0,277
103 Street N of 100 Avenue,53.53912407,-113.4975386,12-Sep-20,0,68
Rossdale SUP,53.52781,-113.49539,24-Jul-21,940,397
Railtown Park SUP,53.5430264,-113.5102586,10-May-22,667,369
High Level Bridge West,53.53277648,-113.5099417,3-Oct-18,709,952
Wedgewood,53.472733,-113.641533,8-Mar-22,140,3
102 Avenue E of 121 Street,53.54308,-113.52949,14-Feb-20,0,198
102 Avenue E of 105 Street,53.54297512,-113.5003897,18-Aug-18,0,387
106 Street N of 76 Avenue SB,53.51306,-113.50389,10-Nov-19,0,8
106 Street N of 76 Avenue SB,53.51306,-113.50389,29-Dec-19,0,21
High Level Bridge East,53.53249552,-113.5095117,14-Nov-19,217,136
Queen Elizabeth Park 2,53.52457,-113.49748,13-Dec-22,80,0
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,22-Apr-20,235,424
102 Avenue E of 121 Street,53.54308,-113.52949,19-Aug-22,0,1000
121 Street SUP N of 107 Avenue,53.55131,-113.53093,22-Sep-22,464,458
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,19-Feb-20,66,103
121 Street SUP N of 107 Avenue,53.55131,-113.53093,14-Oct-21,290,241
High Level Bridge West,53.53277648,-113.5099417,21-Feb-22,105,26
83 Avenue W of 99 Street,53.51907,-113.48717,26-May-20,0,737
MacKinnon Ravine,53.53905,-113.54702,24-Oct-22,117,155
83 Avenue W of 99 Street,53.51907,-113.48717,23-Jul-22,0,1239
103A Avenue W of 96 Street,53.5473265,-113.4842106,9-Feb-21,255,15
127 Street N of 107 Avenue,53.55149,-113.54119,19-Oct-19,0,104
High Level Bridge East,53.53249552,-113.5095117,2-Apr-22,406,115
106 Street N of Jasper Avenue,53.54171422,-113.5030261,29-Dec-20,0,9
Funicular @ 100 St,53.539481,-113.488365,4-Mar-22,192,0
Capilano SUP,53.560733,-113.424422,4-Aug-22,108,59
105 Avenue W of 101 Street,53.54767204,-113.4945246,5-Nov-22,0,0
105 Avenue W of 101 Street,53.54767204,-113.4945246,3-Oct-21,114,27
106 Street N of Jasper Avenue,53.54171422,-113.5030261,15-Dec-21,0,8
LRT SUP East of 92 Street,53.55645536,-113.4749465,2-Aug-20,291,153
High Level Bridge East,53.53249552,-113.5095117,9-Dec-19,138,109
MacKinnon Ravine,53.53905,-113.54702,28-Nov-21,33,302
Hermitage South,53.578605,-113.37223,23-Feb-22,35,0
Queen Elizabeth Park 2,53.52457,-113.49748,11-May-22,379,0
100 Avenue E of 107 Street,53.53885088,-113.5035117,23-Oct-21,0,35
Hermitage South,53.578605,-113.37223,27-Jan-22,105,0
105 Avenue W of 109 Street,53.54829907,-113.5094746,14-Aug-20,0,462
96 Street S of Jasper Ave,53.54312877,-113.4819533,24-Jul-21,0,47
105 Avenue W of 109 Street,53.54829907,-113.5094746,10-May-20,0,97
96 Street S of Jasper Ave,53.54312877,-113.4819533,28-Sep-20,0,22
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,9-Feb-20,90,31
Whitemud Ravine Boardwalk,53.476847,-113.555595,28-Mar-21,561,0
127 Street N of 107 Avenue,53.55149,-113.54119,22-Jan-22,0,9
High Level Bridge East,53.53249552,-113.5095117,28-Jan-20,167,131
Railtown Park SUP,53.5430264,-113.5102586,3-Feb-21,377,52
83 Avenue W 106 Street,53.51911,-113.50441,19-Jan-21,0,185
Railtown Park SUP,53.5430264,-113.5102586,20-Jul-20,1140,737
99 Street N of 102A Avenue,53.54537031,-113.4893957,18-Oct-21,0,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,16-Dec-20,0,27
103A Avenue W of 96 Street,53.5473265,-113.4842106,28-Feb-23,767,41
83 Avenue W 106 Street,53.51911,-113.50441,15-Dec-20,0,136
127 Street N of 107 Avenue,53.55149,-113.54119,2-Feb-20,0,17
106 Street N of 76 Avenue NB,53.51304,-113.50381,5-Feb-23,0,25
High Level Bridge East,53.53249552,-113.5095117,7-Jul-21,535,325
103A Avenue W of 96 Street,53.5473265,-113.4842106,20-Jun-19,1081,95
Wedgewood,53.472733,-113.641533,20-Feb-22,90,0
106 Street N of 76 Avenue NB,53.51304,-113.50381,11-Dec-19,0,41
99 Street N of 102A Avenue,53.54537031,-113.4893957,9-Jun-22,0,97
Sir Wilfrid Laurier Park,53.51167,-113.54897,26-Apr-21,251,0
102 Avenue E of 121 Street,53.54308,-113.52949,1-Oct-21,0,641
Railtown Park SUP,53.5430264,-113.5102586,9-Jun-22,1152,897
105 Avenue W of 101 Street,53.54767204,-113.4945246,23-Sep-22,313,59
106 Street S of 104 Avenue,53.54519216,-113.5030336,11-Jul-22,0,153
103 Street N of 102 Avenue,53.54360589,-113.4974978,26-Feb-19,0,13
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,20-Mar-20,193,101
106 Street N of Jasper Avenue,53.54171422,-113.5030261,13-Oct-22,0,153
76 Avenue W of 106 Street WB,53.51234,-113.50485,19-Aug-22,0,144
